cpt_hcpcs_code
21423
21462
22905
24342
24505
25215
26105
27240
21087
23184
26645
26776
27279
21330
25390
26530
27033
27301
27337
21299
26080
26541
26545
21184
24920
25075
26442
27329
21497
21615
22214
23200
23655
25024
25275
26474
27218
27235
21123
21470
21159
22114
22600
23190
24332
25426
25608
25628
26440
26670
21249
21452
21750
23935
25515
26373
27138
27146
24545
24940
25109
25315
26392
27130
21146
21552
23472
25927
26100
27360
27420
21360
22532
23145
24900
25574
25645
25671
26416
26590
27078
27087
21339
21346
21930
22903
23921
25430
26580
26770
26850
27036
27197
21199
22808
23473
24126
24346
25136
26951
27230
24138
24140
25274
26785
21365
21600
21742
24655
27071
27286
21143
22325
25446
26035
22610
23073
23172
25020
25600
27198
27244
27381
27386
27400
22804
22856
22857
23000
24102
24605
25107
27259
27405
21263
23333
27052
27299
27356
21141
21270
21366
22212
23150
24530
25101
25391
25545
25695
26536
26755
27025
27067
21198
21820
25440
25830
27000
23415
23605
23625
24320
25447
27096
27250
21181
26449
27090
27091
27105
21125
22326
22810
25248
27161
27407
21485
22865
23106
23180
25078
25300
26477
26989
27049
27059
27156
21138
21705
22595
23616
25316
25810
26992
27005
21085
23455
23650
24665
24931
25405
26500
21244
21296
21435
23125
24587
26765
21089
22556
23210
23420
23440
27228
21421
22830
23460
24582
25118
25530
27134
27330
26725
27066
27269
27409
24600
25500
26508
26775
21261
24105
24358
26665
27355
21343
22513
24201
24435
26352
27284
21208
21255
21602
21933
24079
25490
26562
27030
27111
27200
21088
21267
22899
24160
24341
26113
26756
22800
23800
25251
25365
25931
26372
27280
21246
23330
23412
23540
23900
24300
24560
25605
27045
22207
23174
23334
23575
24366
24516
24670
26860
21235
22864
24075
25320
25355
25820
26020
27295
27333
22100
22318
22558
26341
21510
21556
22510
23220
26117
26490
26567
27350
27385
21137
21445
22206
24371
24515
25670
25909
27086
27334
27392
21501
22861
23405
24500
25609
26492
26554
27080
21084
21436
21627
21720
24006
24675
26205
21387
21408
22554
23020
23030
23040
23530
25000
25100
25805
26471
26605
21932
22802
23430
25335
25650
26608
27043
21936
22015
22849
23076
23130
24566
26568
27303
21685
22999
25312
25445
26230
26715
27278
21086
21480
22862
26479
27268
21282
21465
21700
22548
25112
25622
26358
26494
22812
23552
25290
26185
27217
27345
21247
25448
25630
26250
26485
26615
21275
23585
23680
24576
25240
25690
26010
26262
26496
26990
27252
21356
21406
21558
22852
25337
27339
21110
23335
24363
26705
21335
22819
22902
23491
25151
25272
25444
27258
21195
23485
23515
23920
23929
24101
24579
24999
25652
25905
26596
27076
27077
27177
27306
21154
21172
21280
24155
24357
24495
25040
25295
26520
26685
27424
22224
22505
23406
24073
24330
26445
26531
27170
21122
21395
21743
25310
25455
26437
26489
26706
27307
21121
21811
22310
23078
23550
24370
24586
25119
25170
25400
25420
27216
24344
24538
25393
27050
27416
23462
24360
24410
26561
27120
21555
23107
26037
26542
27394
21245
21812
22818
23031
23802
25126
25907
26320
26510
26553
22319
23466
24145
25028
25825
26180
27372
21320
21336
21344
21557
21610
23630
24150
21338
21422
22900
24575
27178
27310
27390
21740
22867
23660
24149
25125
26450
26502
26516
27179
27328
27415
21502
22526
24666
25425
25680
26433
26587
26676
27220
27422
22850
23195
23570
25900
26210
26498
26852
27331
21182
26565
27027
27226
21385
22590
24077
24110
25120
25675
27412
21347
25071
25105
25607
26145
26499
26525
26535
26720
27236
22533
23675
24120
24685
25031
25392
25394
26540
26593
26742
27048
22010
22633
24635
26432
26460
27065
27391
